Gornja Dobra;Skrad;Primorsko-goranska županija
Gornja Drenova;Sveti Ivan Zelina;Zagrebačka županija
Gornja Dubrava;Gornji Mihaljevec;Međimurska županija
Gornja Garešnica;Berek;Bjelovarsko-bilogorska županija
Gornja Glina;Slunj;Karlovačka županija
Gornja Glogovnica;Križevci;Koprivničko-križevačka županija
Gornja Gračenica;Popovača;Sisačko-moslavačka županija
Gornja Greda;Brckovljani;Zagrebačka županija
Gornja Jagodnja;Polača;Zadarska županija
Gornja Jelenska;Popovača;Sisačko-moslavačka županija
Gornja Konjščina;Konjščina;Krapinsko-zagorska županija
Gornja Kovačica;Veliki Grđevac;Bjelovarsko-bilogorska županija
Gornja Krašićevica;Delnice;Primorsko-goranska županija
Gornja Kupčina;Jastrebarsko;Zagrebačka županija
Gornja Lamana Draga;Brod Moravice;Primorsko-goranska županija
Gornja Letina;Sunja;Sisačko-moslavačka županija
Gornja Lomnica;Velika Gorica;Zagrebačka županija
Gornja Meminska;Majur;Sisačko-moslavačka županija
Gornja Mlinoga;Petrinja;Sisačko-moslavačka županija
Gornja Močila;Rakovica;Karlovačka županija
Gornja Motičina;Donja Motičina;Osječko-baranjska županija
Gornja Nugla;Buzet;Istarska županija
Gornja Obreška;Kloštar Ivanić;Zagrebačka županija
Gornja Obrijež;Pakrac;Požeško-slavonska županija
Gornja Oraovica;Dvor;Sisačko-moslavačka županija
Gornja Pačetina;Krapina;Krapinsko-zagorska županija
Gornja Pastuša;Petrinja;Sisačko-moslavačka županija
Gornja Petrička;Ivanska;Bjelovarsko-bilogorska županija
Gornja Pištana;Orahovica;Virovitičko-podravska županija
Gornja Plemenšćina;Pregrada;Krapinsko-zagorska županija
Gornja Ploča;Lovinac;Ličko-senjska županija
Gornja Ploščica;Velika Trnovitica;Bjelovarsko-bilogorska županija
Gornja Podgora;Donja Stubica;Krapinsko-zagorska županija
Gornja Poljana;Varaždinske Toplice;Varaždinska županija
Gornja Purgarija;Klinča Sela;Zagrebačka županija
Gornja Pušća;Pušća;Zagrebačka županija
Gornja Rašenica;Grubišno Polje;Bjelovarsko-bilogorska županija
Gornja Reka;Jastrebarsko;Zagrebačka županija
Gornja Rijeka;Gornja Rijeka;Koprivničko-križevačka županija
Gornja Selnica;Zlatar;Krapinsko-zagorska županija
Gornja Stranica;Ribnik;Karlovačka županija
Gornja Stubica;Gornja Stubica;Krapinsko-zagorska županija
Gornja Stupnica;Dvor;Sisačko-moslavačka županija
Gornja Šemnica;Radoboj;Krapinsko-zagorska županija
Gornja Šumetlica;Pakrac;Požeško-slavonska županija
Gornja Šušnjara;Štefanje;Bjelovarsko-bilogorska županija
Gornja Topličica;Sveti Ivan Zelina;Zagrebačka županija
Gornja Trebinja;Karlovac;Karlovačka županija
Gornja Trnovitica;Velika Trnovitica;Bjelovarsko-bilogorska županija
Gornja Trstenica;Gvozd;Sisačko-moslavačka županija
Gornja Vas;Samobor;Zagrebačka županija
Gornja Velešnja;Donji Kukuruzari;Sisačko-moslavačka županija
Gornja Velika;Preseka;Zagrebačka županija
Gornja Velika;Sokolovac;Koprivničko-križevačka županija
Gornja Visočka;Slunj;Karlovačka županija
Gornja Višnjica;Lepoglava;Varaždinska županija
Gornja Vlahinićka;Velika Ludina;Sisačko-moslavačka županija
Gornja Voća;Donja Voća;Varaždinska županija
Gornja Vrba;Gornja Vrba;Brodsko-posavska županija
Gornja Vrijeska;Đulovac;Bjelovarsko-bilogorska županija
Gornja Vrućica;Trpanj;Dubrovačko-neretvanska županija
Gornja Zdenčina;Klinča Sela;Zagrebačka županija
Gornja Žrvnica;Cetingrad;Karlovačka županija
Gornjaki;Preseka;Zagrebačka županija
Gornjaki;Hrašćina;Krapinsko-zagorska županija
Gornje Bazje;Lukač;Virovitičko-podravska županija
Gornje Biljane;Benkovac;Zadarska županija
Gornje Brezno;Hum na Sutli;Krapinsko-zagorska županija
Gornje Bukovlje;Generalski Stol;Karlovačka županija
Gornje Ceranje;Benkovac;Zadarska županija
Gornje Cjepidlake;Đulovac;Bjelovarsko-bilogorska županija
Gornje Dubrave;Ogulin;Karlovačka županija
Gornje Dvorišće;Brckovljani;Zagrebačka županija
Gornje Gnojnice;Cetingrad;Karlovačka županija
Gornje Igrane;Podgora;Splitsko-dalmatinska županija
Gornje Jame;Glina;Sisačko-moslavačka županija
Gornje Jesenje;Jesenje;Krapinsko-zagorska županija
Gornje Komarevo;Sisak;Sisačko-moslavačka županija
Gornje Kusonje;Voćin;Virovitičko-podravska županija
Gornje Ladanje;Vinica;Varaždinska županija
Gornje Makojišće;Novi Marof;Varaždinska županija
Gornje Mokrice;Petrinja;Sisačko-moslavačka županija
Gornje Mrzlo Polje Mrežničko;Duga Resa;Karlovačka županija
Gornje Obuljeno;Dubrovnik;Dubrovačko-neretvanska županija
Gornje Ogorje;Muć;Splitsko-dalmatinska županija
Gornje Orešje;Sveti Ivan Zelina;Zagrebačka županija
Gornje Planjane;Unešić;Šibensko-kninska županija
Gornje Podotočje;Velika Gorica;Zagrebačka županija
Gornje Pokupje;Ozalj;Karlovačka županija
Gornje Postinje;Muć;Splitsko-dalmatinska županija
Gornje Predrijevo;Sopje;Virovitičko-podravska županija
Gornje Prekrižje;Krašić;Zagrebačka županija
Gornje Prilišće;Netretić;Karlovačka županija
Gornje Primišlje;Slunj;Karlovačka županija
Gornje Psarjevo;Sveti Ivan Zelina;Zagrebačka županija
Gornje Raštane;Sveti Filip i Jakov;Zadarska županija
Gornje Selište;Glina;Sisačko-moslavačka županija
Gornje Selo;Šolta;Splitsko-dalmatinska županija
Gornje Selo;Opatija;Primorsko-goranska županija
Gornje Sitno;Split;Splitsko-dalmatinska županija
Gornje Stative;Karlovac;Karlovačka županija
Gornje Taborište;Glina;Sisačko-moslavačka županija
Gornje Taborište;Slunj;Karlovačka županija
Gornje Tihovo;Delnice;Primorsko-goranska županija
Gornje Utore;Unešić;Šibensko-kninska županija
Gornje Viljevo;Nova Bukovica;Virovitičko-podravska županija
Gornje Vinovo;Unešić;Šibensko-kninska županija
Gornje Vratno;Cestica;Varaždinska županija
Gornje Vrhovine;Vrhovine;Ličko-senjska županija
Gornje Zagorje;Ogulin;Karlovačka županija
Gornje Zdelice;Kapela;Bjelovarsko-bilogorska županija
Gornji Andrijevci;Sibinj;Brodsko-posavska županija
Gornji Babin Potok;Vrhovine;Ličko-senjska županija
Gornji Bitelić;Hrvace;Splitsko-dalmatinska županija
Gornji Bjelovac;Donji Kukuruzari;Sisačko-moslavačka županija
Gornji Bogićevci;Gornji Bogićevci;Brodsko-posavska županija
Gornji Borki;Sirač;Bjelovarsko-bilogorska županija
Gornji Brgat;Župa dubrovačka;Dubrovačko-neretvanska županija
Gornji Budački;Krnjak;Karlovačka županija
Gornji Bukovac Žakanjski;Žakanje;Karlovačka županija
Gornji Cerovac;Slunj;Karlovačka županija
Gornji Cerovljani;Hrvatska Dubica;Sisačko-moslavačka županija
Gornji Crnogovci;Staro Petrovo Selo;Brodsko-posavska županija
Gornji Čaglić;Lipik;Požeško-slavonska županija
Gornji Čehi;Zagreb;Grad Zagreb
Gornji Čemehovec;Kraljevec na Sutli;Krapinsko-zagorska županija
Gornji Daruvar;Daruvar;Bjelovarsko-bilogorska županija
Gornji Desinec;Jastrebarsko;Zagrebačka županija
Gornji Dobretin;Dvor;Sisačko-moslavačka županija
Gornji Dolac;Omiš;Splitsko-dalmatinska županija
Gornji Draganec;Čazma;Bjelovarsko-bilogorska županija
Gornji Dragičevci;Čazma;Bjelovarsko-bilogorska županija
Gornji Dragonožec;Zagreb;Grad Zagreb
Gornji Dubovec;Križevci;Koprivničko-križevačka županija
Gornji Emovci;Požega;Požeško-slavonska županija
Gornji Fodrovec;Sveti Petar Orehovec;Koprivničko-križevačka županija
Gornji Furjan;Slunj;Karlovačka županija
Gornji Goli Vrh Lipnički;Ribnik;Karlovačka županija
Gornji Grahovljani;Pakrac;Požeško-slavonska županija
Gornji Gučani;Brestovac;Požeško-slavonska županija
Gornji Hrastovac;Majur;Sisačko-moslavačka županija
Gornji Hrašćan;Nedelišće;Međimurska županija
Gornji Hruševec;Kravarsko;Zagrebačka županija
Gornji Humac;Pučišća;Splitsko-dalmatinska županija
Gornji Jalšovec;Desinić;Krapinsko-zagorska županija
Gornji Javoranj;Dvor;Sisačko-moslavačka županija
Gornji Karin;Obrovac;Zadarska županija
Gornji Klasnić;Glina;Sisačko-moslavačka županija
Gornji Kneginec;Gornji Kneginec;Varaždinska županija
Gornji Koncovčak;Sveti Martin na Muri;Međimurska županija
Gornji Kosinj;Perušić;Ličko-senjska županija
Gornji Kraljevec;Hrašćina;Krapinsko-zagorska županija
Gornji Kraljevec;Vratišinec;Međimurska županija
Gornji Kremen;Slunj;Karlovačka županija
Gornji Križ;Zrinski Topolovac;Bjelovarsko-bilogorska županija
Gornji Kućan;Varaždin;Varaždinska županija
Gornji Kukuruzari;Donji Kukuruzari;Sisačko-moslavačka županija
Gornji Kuršanec;Nedelišće;Međimurska županija
Gornji Kuti;Brod Moravice;Primorsko-goranska županija
Gornji Laduč;Brdovec;Zagrebačka županija
Gornji Lađevac;Slunj;Karlovačka županija
Gornji Lapac;Donji Lapac;Ličko-senjska županija
Gornji Lipovac;Nova Kapela;Brodsko-posavska županija
Gornji Lipovčani;Čazma;Bjelovarsko-bilogorska županija
Gornji Lović;Ozalj;Karlovačka županija
Gornji Ložac;Delnice;Primorsko-goranska županija
Gornji Macelj;Đurmanec;Krapinsko-zagorska županija
Gornji Marinkovac;Dubrava;Zagrebačka županija
Gornji Martijanec;Martijanec;Varaždinska županija
Gornji Maslarac;Sokolovac;Koprivničko-križevačka županija
Gornji Meljani;Voćin;Virovitičko-podravska županija
Gornji Mihaljevec;Gornji Mihaljevec;Međimurska županija
Gornji Miholjac;Slatina;Virovitičko-podravska županija
Gornji Miklouš;Čazma;Bjelovarsko-bilogorska županija
Gornji Mosti;Kapela;Bjelovarsko-bilogorska županija
Gornji Muć;Muć;Splitsko-dalmatinska županija
Gornji Nikšić;Slunj;Karlovačka županija
Gornji Okrug;Delnice;Primorsko-goranska županija
Gornji Oštrc;Žumberak;Zagrebačka županija
Gornji Oštri Vrh Ozaljski;Ozalj;Karlovačka županija
Gornji Poličnik;Poličnik;Zadarska županija
Gornji Poloj;Barilović;Karlovačka županija
Gornji Popovac;Slunj;Karlovačka županija
Gornji Prnjarovec;Križ;Zagrebačka županija
Gornji Proložac;Proložac;Splitsko-dalmatinska županija
Gornji Rogolji;Okučani;Brodsko-posavska županija
Gornji Selkovac;Glina;Sisačko-moslavačka županija
Gornji Sjeničak;Karlovac;Karlovačka županija
Gornji Skrad;Krnjak;Karlovačka županija
Gornji Slatinik;Podcrkavlje;Brodsko-posavska županija
Gornji Sređani;Dežanovac;Bjelovarsko-bilogorska županija
Gornji Stupnik;Stupnik;Zagrebačka županija
Gornji Šajn;Brod Moravice;Primorsko-goranska županija
Gornji Šehovac;Brod Moravice;Primorsko-goranska županija
Gornji Škrnik;Zagorska Sela;Krapinsko-zagorska županija
Gornji Štrbci;Donji Lapac;Ličko-senjska županija
Gornji Tkalec;Vrbovec;Zagrebačka županija
Gornji Tomaš;Bjelovar;Bjelovarsko-bilogorska županija
Gornji Trpuci;Zagreb;Grad Zagreb
Gornji Turni;Delnice;Primorsko-goranska županija
Gornji Uljanik;Garešnica;Bjelovarsko-bilogorska županija
Gornji Vaganac;Plitvička jezera;Ličko-senjska županija
Gornji Varoš;Stara Gradiška;Brodsko-posavska županija
Gornji Velemerić;Barilović;Karlovačka županija
Gornji Viduševac;Glina;Sisačko-moslavačka županija
Gornji Vinkovec;Sveti Ivan Zelina;Zagrebačka županija
Gornji Vinjani;Imotski;Splitsko-dalmatinska županija
Gornji Vrhovci;Velika;Požeško-slavonska županija
Gornji Vučkovići;Vrbovsko;Primorsko-goranska županija
Gornji Vukojevac;Lekenik;Sisačko-moslavačka županija
Gornji Vukšići;Vrbovsko;Primorsko-goranska županija
Gornji Vukšinac;Dubrava;Zagrebačka županija
Gornji Zagon;Novi Vinodolski;Primorsko-goranska županija
Gornji Zbilj;Desinić;Krapinsko-zagorska županija
Gornji Zebanec;Selnica;Međimurska županija
Gornji Zvečaj;Generalski Stol;Karlovačka županija
Gornji Žagari;Čabar;Primorsko-goranska županija
Gornji Žirovac;Dvor;Sisačko-moslavačka županija
Goršćaki;Karlovac;Karlovačka županija
Goršćaki Ozaljski;Ozalj;Karlovačka županija
Goršeti;Brod Moravice;Primorsko-goranska županija
Goruševnjak;Vinica;Varaždinska županija
Gospić;Gospić;Ličko-senjska županija
Gostenje;Desinić;Krapinsko-zagorska županija
Gostinjac;Dobrinj;Primorsko-goranska županija
Gostović;Vrbovec;Zagrebačka županija
Gošić;Kistanje;Šibensko-kninska županija
Gotalovec;Budinščina;Krapinsko-zagorska županija
Gotalovo;Gola;Koprivničko-križevačka županija
Goveđari;Mljet;Dubrovačko-neretvanska županija
Goveđe Polje;Dežanovac;Bjelovarsko-bilogorska županija
Grab;Trilj;Splitsko-dalmatinska županija
Grab;Gračac;Zadarska županija
Grabarak;Jastrebarsko;Zagrebačka županija
Grabarje;Kutjevo;Požeško-slavonska županija
Grabarje;Podcrkavlje;Brodsko-posavska županija
Grabarska;Cetingrad;Karlovačka županija
Grabe;Bedekovčina;Krapinsko-zagorska županija
Graberanec;Vrbovec;Zagrebačka županija
Graberec;Dubrava;Zagrebačka županija
Graberje;Petrinja;Sisačko-moslavačka županija
Graberje Ivaničko;Ivanić-Grad;Zagrebačka županija
Graberšćak;Vrbovec;Zagrebačka županija
Grabić;Sopje;Virovitičko-podravska županija
Grabik;Čazma;Bjelovarsko-bilogorska županija
Graboštani;Majur;Sisačko-moslavačka županija
Grabovac;Šestanovac;Splitsko-dalmatinska županija
Grabovac;Rakovica;Karlovačka županija
Grabovac;Čeminac;Osječko-baranjska županija
Grabovac Banski;Petrinja;Sisačko-moslavačka županija
Grabovac Krnjački;Krnjak;Karlovačka županija
Grabovac Vojnićki;Krnjak;Karlovačka županija
Grabovci;Vodice;Šibensko-kninska županija
Grabovica;Dvor;Sisačko-moslavačka županija
Grabovnica;Čazma;Bjelovarsko-bilogorska županija
Grabovo;Tompojevci;Vukovarsko-srijemska županija
Grabričina;Velika Ludina;Sisačko-moslavačka županija
Grabrić;Gradec;Zagrebačka županija
Grabrk;Bosiljevo;Karlovačka županija
Grabrov Potok;Velika Ludina;Sisačko-moslavačka županija
Grabrova;Mošćenička Draga;Primorsko-goranska županija
Grabrovec;Zabok;Krapinsko-zagorska županija
Grabrovnica;Pitomača;Virovitičko-podravska županija
Grabrovnik;Štrigova;Međimurska županija
Grabušić;Udbina;Ličko-senjska županija
Gračac;Gračac;Zadarska županija
Gračac;Skradin;Šibensko-kninska županija
Gračac Slavetićki;Jastrebarsko;Zagrebačka županija
Gračanica Šišinečka;Glina;Sisačko-moslavačka županija
Gračec;Brckovljani;Zagrebačka županija
Gračina;Križevci;Koprivničko-križevačka županija
Gračišće;Gračišće;Istarska županija
Gradac;Gradac;Splitsko-dalmatinska županija
Gradac;Pleternica;Požeško-slavonska županija
Gradac;Ružić;Šibensko-kninska županija
Gradac Našički;Našice;Osječko-baranjska županija
Gradec;Gradec;Zagrebačka županija
Gradec Pokupski;Pisarovina;Zagrebačka županija
Gradečki Pavlovec;Gradec;Zagrebačka županija
Gradići;Velika Gorica;Zagrebačka županija
Gradina;Vrsar;Istarska županija
Gradina;Gradina;Virovitičko-podravska županija
Gradina;Šibenik;Šibensko-kninska županija
Gradina Korenička;Plitvička jezera;Ličko-senjska županija
Gradinje;Cerovlje;Istarska županija
Gradinje;Oprtalj;Istarska županija
Gradiščak;Sveti Martin na Muri;Međimurska županija
Gradišće;Žminj;Istarska županija
Gradišće;Generalski Stol;Karlovačka županija
Gradište;Kutjevo;Požeško-slavonska županija
Gradište;Gradište;Vukovarsko-srijemska županija
Gradna;Samobor;Zagrebačka županija
Gradski Vrhovci;Požega;Požeško-slavonska županija
Gradusa Posavska;Sunja;Sisačko-moslavačka županija
Gramalj;Skrad;Primorsko-goranska županija
Grana;Novi Marof;Varaždinska županija
Grančari;Zagreb;Grad Zagreb
Grandić Breg;Ozalj;Karlovačka županija
Grandići;Barban;Istarska županija
Granice;Našice;Osječko-baranjska županija
Granje;Jakšić;Požeško-slavonska županija
Grbajel;Delnice;Primorsko-goranska županija
Grbaševec;Rasinja;Koprivničko-križevačka županija
Grbavac;Grubišno Polje;Bjelovarsko-bilogorska županija
Grbavac;Župa dubrovačka;Dubrovačko-neretvanska županija
Grbe;Nin;Zadarska županija
Grdak;Sokolovac;Koprivničko-križevačka županija
Grdanjci;Samobor;Zagrebačka županija
Grdenci;Zabok;Krapinsko-zagorska županija
Grdoselo;Pazin;Istarska županija
Grdun;Ozalj;Karlovačka županija
Grebaštica;Šibenik;Šibensko-kninska županija
Greda;Vrbovec;Zagrebačka županija
Greda;Sisak;Sisačko-moslavačka županija
Greda;Maruševec;Varaždinska županija
Greda Breška;Ivanić-Grad;Zagrebačka županija
Greda Sunjska;Sunja;Sisačko-moslavačka županija
Gredenec;Petrovsko;Krapinsko-zagorska županija
Gredice;Klanjec;Krapinsko-zagorska županija
Gređani;Topusko;Sisačko-moslavačka županija
Gređani;Stara Gradiška;Brodsko-posavska županija
Gregurić Breg;Samobor;Zagrebačka županija
Gregurovec;Krapinske Toplice;Krapinsko-zagorska županija
Gregurovec;Mihovljan;Krapinsko-zagorska županija
Gregurovec;Sveti Petar Orehovec;Koprivničko-križevačka županija
Grešćevina;Varaždinske Toplice;Varaždinska županija
Grganjica;Duga Resa;Karlovačka županija
Grgetići;Žumberak;Zagrebačka županija
Grginac;Veliko Trojstvo;Bjelovarsko-bilogorska županija
Grgurevići;Sibinj;Brodsko-posavska županija
Grgurice;Posedarje;Zadarska županija
Grič;Žumberak;Zagrebačka županija
Griče;Ribnik;Karlovačka županija
Grimalda;Cerovlje;Istarska županija
Grižane-Belgrad;Vinodolska općina;Primorsko-goranska županija
Grižići;Sibinj;Brodsko-posavska županija
Grkaveščak;Sveti Martin na Muri;Međimurska županija
Grkine;Đurđevac;Koprivničko-križevačka županija
Grletinec;Hum na Sutli;Krapinsko-zagorska županija
Grmov;Cres;Primorsko-goranska županija
Grmušani;Dvor;Sisačko-moslavačka županija
Grobnik;Pićan;Istarska županija
Grobnik;Slunj;Karlovačka županija
Grobnik;Čavle;Primorsko-goranska županija
Grohot;Desinić;Krapinsko-zagorska županija
Grohote;Šolta;Splitsko-dalmatinska županija
Gromača;Dubrovnik;Dubrovačko-neretvanska županija
Gromačnik;Sibinj;Brodsko-posavska županija
Gromin Dolac;Jelsa;Splitsko-dalmatinska županija
Grožnjan;Grožnjan;Istarska županija
Gršćaki;Duga Resa;Karlovačka županija
Grtovec;Budinščina;Krapinsko-zagorska županija
Grubići;Vižinada;Istarska županija
Grubine;Podbablje;Splitsko-dalmatinska županija
Grubišno Polje;Grubišno Polje;Bjelovarsko-bilogorska županija
Gruda;Konavle;Dubrovačko-neretvanska županija
Grudnjak;Zdenci;Virovitičko-podravska županija
Gržini;Žminj;Istarska županija
Gubaševo;Zabok;Krapinsko-zagorska županija
Gubavčevo Polje;Gračac;Zadarska županija
Guci Draganički;Jastrebarsko;Zagrebačka županija
Guče Selo;Delnice;Primorsko-goranska županija
Gudalji;Ozalj;Karlovačka županija
Gudci;Velika Gorica;Zagrebačka županija
Gudovac;Bjelovar;Bjelovarsko-bilogorska županija
Gulići;Poreč;Istarska županija
Gundinci;Gundinci;Brodsko-posavska županija
Gunja;Gunja;Vukovarsko-srijemska županija
Gunjavci;Rešetari;Brodsko-posavska županija
Gusakovec;Gornja Stubica;Krapinsko-zagorska županija
Gustelnica;Velika Gorica;Zagrebačka županija
Gusti Laz;Delnice;Primorsko-goranska županija
Gustirna;Marina;Splitsko-dalmatinska županija
Guščerovec;Sveti Petar Orehovec;Koprivničko-križevačka županija
Gušće;Sisak;Sisačko-moslavačka županija
Gvozd;Gvozd;Sisačko-moslavačka županija
Gvozdanska;Suhopolje;Virovitičko-podravska županija
Gvozdansko;Dvor;Sisačko-moslavačka županija
Habjanovac;Dubrava;Zagrebačka županija
Habjanovci;Bizovac;Osječko-baranjska županija
Hađer;Glina;Sisačko-moslavačka županija
Haganj;Gradec;Zagrebačka županija
Hajdine;Vrbovsko;Primorsko-goranska županija
Hajtić;Glina;Sisačko-moslavačka županija
Hambarište;Vrbovsko;Primorsko-goranska županija
Hampovica;Virje;Koprivničko-križevačka županija
Harina Zlaka;Zagorska Sela;Krapinsko-zagorska županija
Harkanovci;Valpovo;Osječko-baranjska županija
Harmica;Brdovec;Zagrebačka županija
Hartje;Žumberak;Zagrebačka županija
Havidić Selo;Zagreb;Grad Zagreb
Heki;Pazin;Istarska županija
Hemuševec;Prelog;Međimurska županija
Heraki;Sveti Lovreč;Istarska županija
Hercegovac;Hercegovac;Bjelovarsko-bilogorska županija
Herešin;Koprivnica;Koprivničko-križevačka županija
Hižakovec;Donja Stubica;Krapinsko-zagorska županija
Hižanovec;Sveti Petar Orehovec;Koprivničko-križevačka županija
Hlapa;Dobrinj;Primorsko-goranska županija
Hlapičina;Mursko Središće;Međimurska županija
Hlebine;Hlebine;Koprivničko-križevačka županija
Hlevci;Skrad;Primorsko-goranska županija
Hlevnica;Đurmanec;Krapinsko-zagorska županija
Hodilje;Ston;Dubrovačko-neretvanska županija
Hodinci;Ozalj;Karlovačka županija
Hodošan;Donji Kraljevec;Međimurska županija
Homer;Lokve;Primorsko-goranska županija
Homoljac;Plitvička jezera;Ličko-senjska županija
Horvati;Zagreb;Grad Zagreb
Horvatsko;Ivanec;Varaždinska županija
Hosnik;Skrad;Primorsko-goranska županija
Hotnja;Pokupsko;Zagrebačka županija
Hrastelnica;Sisak;Sisačko-moslavačka županija
Hrastin;Vladislavci;Osječko-baranjska županija
Hrastina;Marija Gorica;Zagrebačka županija
Hrastina Samoborska;Samobor;Zagrebačka županija
Hrastje;Sveti Ivan Zelina;Zagrebačka županija
Hrastje Plešivičko;Jastrebarsko;Zagrebačka županija
Hrastovac;Garešnica;Bjelovarsko-bilogorska županija
Hrastovac;Vuka;Osječko-baranjska županija
Hrastovec Toplički;Varaždinske Toplice;Varaždinska županija
Hrastovica;Petrinja;Sisačko-moslavačka županija
Hrastovica Vivodinska;Ozalj;Karlovačka županija
Hrastovljan;Martijanec;Varaždinska županija
Hrastovsko;Ludbreg;Varaždinska županija
Hrašća;Jastrebarsko;Zagrebačka županija
Hrašće Turopoljsko;Zagreb;Grad Zagreb
Hrašćica;Varaždin;Varaždinska županija
Hrašćina;Hrašćina;Krapinsko-zagorska županija
Hrboki;Barban;Istarska županija
Hrebine;Pušća;Zagrebačka županija
Hrebinec;Brckovljani;Zagrebačka županija
Hreljići;Marčana;Istarska županija
Hreljin;Bakar;Primorsko-goranska županija
Hreljin Ogulinski;Ogulin;Karlovačka županija
Hrgovec;Sveti Petar Orehovec;Koprivničko-križevačka županija
Hrib;Čabar;Primorsko-goranska županija
Hribac;Skrad;Primorsko-goranska županija
Hrkanovci Đakovački;Trnava;Osječko-baranjska županija
Hrnjanec;Sveti Ivan Zelina;Zagrebačka županija
Hrnjevac;Kutjevo;Požeško-slavonska županija
Hromec;Đurmanec;Krapinsko-zagorska županija
Hrsina;Bosiljevo;Karlovačka županija
Hrsovo;Sveti Ivan Žabno;Koprivničko-križevačka županija
Hršak Breg;Krapinske Toplice;Krapinsko-zagorska županija
Hršćevani;Podbablje;Splitsko-dalmatinska županija
Hrtić;Dvor;Sisačko-moslavačka županija
Hrušćica;Rugvica;Zagrebačka županija
Hruševec;Donja Stubica;Krapinsko-zagorska županija
Hruševec Kupljenski;Zaprešić;Zagrebačka županija
Hruševec Pušćanski;Pušća;Zagrebačka županija
Hruškovec;Rakovec;Zagrebačka županija
Hruškovica;Vrbovec;Zagrebačka županija
Hrvace;Hrvace;Splitsko-dalmatinska županija
Hrvatska Dubica;Hrvatska Dubica;Sisačko-moslavačka županija
Hrvatska Kostajnica;Hrvatska Kostajnica;Sisačko-moslavačka županija
Hrvatski Čuntić;Petrinja;Sisačko-moslavačka županija
Hrvatski Leskovac;Zagreb;Grad Zagreb
Hrvatsko;Delnice;Primorsko-goranska županija
Hrvatsko Polje;Otočac;Ličko-senjska županija
Hrvatsko Selo;Topusko;Sisačko-moslavačka županija
Hrvatsko Žarište;Krnjak;Karlovačka županija
Hrženica;Sveti Đurđ;Varaždinska županija
Hrženik;Krašić;Zagrebačka županija
Hudi Bitek;Zagreb;Grad Zagreb
Hudovljani;Sokolovac;Koprivničko-križevačka županija
Hudovo;Rakovec;Zagrebačka županija
Hum;Buzet;Istarska županija
Hum;Voćin;Virovitičko-podravska županija
Hum Bistrički;Marija Bistrica;Krapinsko-zagorska županija
Hum Košnički;Desinić;Krapinsko-zagorska županija
Hum na Sutli;Hum na Sutli;Krapinsko-zagorska županija
Hum Stubički;Gornja Stubica;Krapinsko-zagorska županija
Hum Varoš;Voćin;Virovitičko-podravska županija
Hum Zabočki;Zabok;Krapinsko-zagorska županija
Humac;Jelsa;Splitsko-dalmatinska županija
Humljani;Čačinci;Virovitičko-podravska županija
Husain;Kutina;Sisačko-moslavačka županija
Husinec;Hrašćina;Krapinsko-zagorska županija
Husje;Karlovac;Karlovačka županija
Hutin;Krašić;Zagrebačka županija
Hvar;Hvar;Splitsko-dalmatinska županija
Ičići;Opatija;Primorsko-goranska županija
Ićevo;Skradin;Šibensko-kninska županija
Igrane;Podgora;Splitsko-dalmatinska županija
Igrišće;Jakovlje;Zagrebačka županija
Ika;Opatija;Primorsko-goranska županija
Ilača;Tovarnik;Vukovarsko-srijemska županija
Ilmin Dvor;Čađavica;Virovitičko-podravska županija
Ilok;Ilok;Vukovarsko-srijemska županija
Ilova;Kutina;Sisačko-moslavačka županija
Ilovac;Ozalj;Karlovačka županija
Ilovačak;Glina;Sisačko-moslavačka županija
Ilovik;Mali Lošinj;Primorsko-goranska županija
Ilovik;Čavle;Primorsko-goranska županija
Ilovski Klokočevac;Hercegovac;Bjelovarsko-bilogorska županija
Imbriovec;Đelekovec;Koprivničko-križevačka županija
Imbriovec Jalžabetski;Jalžabet;Varaždinska županija
Imotica;Dubrovačko primorje;Dubrovačko-neretvanska županija
Imotski;Imotski;Splitsko-dalmatinska županija
Imrijevci;Čaglin;Požeško-slavonska županija
Imsovac;Končanica;Bjelovarsko-bilogorska županija
Ipši;Oprtalj;Istarska županija
Irinovac;Rakovica;Karlovačka županija
Islam Grčki;Benkovac;Zadarska županija
Islam Latinski;Posedarje;Zadarska županija
Ist;Zadar;Zadarska županija
Istočni Trojvrh;Josipdol;Karlovačka županija
Iševnica;Delnice;Primorsko-goranska županija
Ivan Dolac;Jelsa;Splitsko-dalmatinska županija
Ivanbegovina;Podbablje;Splitsko-dalmatinska županija
Ivanbrijeg;Slatina;Virovitičko-podravska županija
Ivančani;Farkaševac;Zagrebačka županija
Ivančec;Rasinja;Koprivničko-križevačka županija
Ivančići;Jastrebarsko;Zagrebačka županija
Ivančići Pokupski;Karlovac;Karlovačka županija
Ivandol;Brestovac;Požeško-slavonska županija
Ivanec;Ivanec;Varaždinska županija
Ivanec Bistranski;Zaprešić;Zagrebačka županija
Ivanec Križevački;Križevci;Koprivničko-križevačka županija
Ivanečka Željeznica;Ivanec;Varaždinska županija
Ivanečki Vrhovec;Ivanec;Varaždinska županija
Ivanečko Naselje;Ivanec;Varaždinska županija
Ivanić Desinićki;Desinić;Krapinsko-zagorska županija
Ivanić Košnički;Desinić;Krapinsko-zagorska županija
Ivanić Miljanski;Zagorska Sela;Krapinsko-zagorska županija
Ivanić-Grad;Ivanić-Grad;Zagrebačka županija
