Mostari;Dubrava;Zagrebačka županija
Most-Raša;Raša;Istarska županija
Mošanci;Žakanje;Karlovačka županija
Mošćenica;Petrinja;Sisačko-moslavačka županija
Mošćenice;Mošćenička Draga;Primorsko-goranska županija
Mošćenička Draga;Mošćenička Draga;Primorsko-goranska županija
Možđenec;Novi Marof;Varaždinska županija
Moštanica;Petrinja;Sisačko-moslavačka županija
Motovun;Motovun;Istarska županija
Motovunski Novaki;Karojba;Istarska županija
Movrač;Kraljevec na Sutli;Krapinsko-zagorska županija
Mracelj;Vojnić;Karlovačka županija
Mraclin;Velika Gorica;Zagrebačka županija
Mračaj;Majur;Sisačko-moslavačka županija
Mračaj Krstinjski;Vojnić;Karlovačka županija
Mračin;Netretić;Karlovačka županija
Mratovo;Promina;Šibensko-kninska županija
Mravince;Solin;Splitsko-dalmatinska županija
Mravinjac;Dubrovnik;Dubrovačko-neretvanska županija
Mravnica;Šibenik;Šibensko-kninska županija
Mravnica;Dubrovačko primorje;Dubrovačko-neretvanska županija
Mrčevo;Dubrovnik;Dubrovačko-neretvanska županija
Mrežnica;Barilović;Karlovačka županija
Mrežničke Poljice;Duga Resa;Karlovačka županija
Mrežnički Brest;Generalski Stol;Karlovačka županija
Mrežnički Brig;Duga Resa;Karlovačka županija
Mrežnički Novaki;Duga Resa;Karlovačka županija
Mrežnički Varoš;Duga Resa;Karlovačka županija
Mrežničko Dvorište;Duga Resa;Karlovačka županija
Mrgani;Kanfanar;Istarska županija
Mrkopalj;Mrkopalj;Primorsko-goranska županija
Mrkoplje;Brestovac;Požeško-slavonska županija
Mrljane;Pašman;Zadarska županija
Mrzla Vodica;Lokve;Primorsko-goranska županija
Mrzli Dol;Senj;Ličko-senjska županija
Mrzlo Polje Žumberačko;Veliko Trgovišće;Krapinsko-zagorska županija
Mrzlo Polje;Žumberak;Zagrebačka županija
Mrzljaki;Netretić;Karlovačka županija
Mrzović;Semeljci;Osječko-baranjska županija
Mučići;Matulji;Primorsko-goranska županija
Mugeba;Poreč;Istarska županija
Mundanije;Rab;Primorsko-goranska županija
Munije;Grubišno Polje;Bjelovarsko-bilogorska županija
Muntić;Ližnjan;Istarska županija
Muntrilj;Tinjan;Istarska županija
Munjava;Josipdol;Karlovačka županija
Munjava Modruška;Josipdol;Karlovačka županija
Muraj;Krk;Primorsko-goranska županija
Muričevec;Lepoglava;Varaždinska županija
Murine;Umag;Istarska županija
Mursko Središće;Mursko Središće;Međimurska županija
Murter;Murter-Kornati;Šibensko-kninska županija
Murvica;Poličnik;Zadarska županija
Murvica;Bol;Splitsko-dalmatinska županija
Murvica Gornja;Poličnik;Zadarska županija
Musić;Levanjska Varoš;Osječko-baranjska županija
Mustafina Klada;Velika Ludina;Sisačko-moslavačka županija
Musulini;Vrbovsko;Primorsko-goranska županija
Mušalež;Poreč;Istarska županija
Mušaluk;Gospić;Ličko-senjska županija
Muškovci;Obrovac;Zadarska županija
Mutilić;Udbina;Ličko-senjska županija
Mutvoran;Marčana;Istarska županija
Mužilovčica;Sisak;Sisačko-moslavačka županija
Mužini;Žminj;Istarska županija
Nadin;Benkovac;Zadarska županija
Nadvoda;Obrovac;Zadarska županija
Nadvrelo;Gračac;Zadarska županija
Nadvučnik;Vrbovsko;Primorsko-goranska županija
Naglići;Brod Moravice;Primorsko-goranska županija
Najevi;Marina;Splitsko-dalmatinska županija
Naklice;Omiš;Splitsko-dalmatinska županija
Nakovanj;Orebić;Dubrovačko-neretvanska županija
Nard;Valpovo;Osječko-baranjska županija
Nardući;Vižinada;Istarska županija
Nart Savski;Rugvica;Zagrebačka županija
Narta;Štefanje;Bjelovarsko-bilogorska županija
Naselje Stjepana Radića;Vrbovec;Zagrebačka županija
Našice;Našice;Osječko-baranjska županija
Našičko Novo Selo;Đurđenovac;Osječko-baranjska županija
Natkrižovljan;Cestica;Varaždinska županija
Naudovac;Suhopolje;Virovitičko-podravska županija
Nebljusi;Donji Lapac;Ličko-senjska županija
Nebojan;Petrinja;Sisačko-moslavačka županija
Nebojse;Desinić;Krapinsko-zagorska županija
Nečujam;Šolta;Splitsko-dalmatinska županija
Nedelišće;Nedelišće;Međimurska županija
Nedeljanec;Vidovec;Varaždinska županija
Nedešćina;Sveta Nedelja;Istarska županija
Negnar;Buzet;Istarska županija
Negoslavci;Negoslavci;Vukovarsko-srijemska županija
Negovec;Vrbovec;Zagrebačka županija
Nemčevec;Gornja Rijeka;Koprivničko-križevačka županija
Nemetin;Osijek;Osječko-baranjska županija
Nenadići;Krk;Primorsko-goranska županija
Neorić;Muć;Splitsko-dalmatinska županija
Nerezine;Mali Lošinj;Primorsko-goranska županija
Nerežišća;Nerežišća;Splitsko-dalmatinska županija
Nespeš;Sveti Ivan Zelina;Zagrebačka županija
Neteka;Gračac;Zadarska županija
Netretić;Netretić;Karlovačka županija
Nevest;Unešić;Šibensko-kninska županija
Neviđane;Pašman;Zadarska županija
Nevinac;Nova Rača;Bjelovarsko-bilogorska županija
Nijemci;Nijemci;Vukovarsko-srijemska županija
Nikšići;Vrbovsko;Primorsko-goranska županija
Nin;Nin;Zadarska županija
Ninski Stanovi;Nin;Zadarska županija
Nisko;Klis;Splitsko-dalmatinska županija
Niza;Koška;Osječko-baranjska županija
Normanci;Koška;Osječko-baranjska županija
Noršić Selo;Samobor;Zagrebačka županija
Nos Kalik;Drniš;Šibensko-kninska županija
Noskovačka Dubrava;Čađavica;Virovitičko-podravska županija
Noskovci;Čađavica;Virovitičko-podravska županija
Nova Bukovica;Nova Bukovica;Virovitičko-podravska županija
Nova Diklenica;Kapela;Bjelovarsko-bilogorska županija
Nova Drenčina;Petrinja;Sisačko-moslavačka županija
Nova Gradiška;Nova Gradiška;Brodsko-posavska županija
Nova Jošava;Orahovica;Virovitičko-podravska županija
Nova Kapela;Dubrava;Zagrebačka županija
Nova Kapela;Nova Kapela;Brodsko-posavska županija
Nova Krivaja;Đulovac;Bjelovarsko-bilogorska županija
Nova Kršlja;Rakovica;Karlovačka županija
Nova Lipa;Požega;Požeško-slavonska županija
Nova Lipovica;Čaglin;Požeško-slavonska županija
Nova Ljeskovica;Čaglin;Požeško-slavonska županija
Nova Mokošica;Dubrovnik;Dubrovačko-neretvanska županija
Nova Pisanica;Velika Pisanica;Bjelovarsko-bilogorska županija
Nova Ploščica;Velika Trnovitica;Bjelovarsko-bilogorska županija
Nova Rača;Nova Rača;Bjelovarsko-bilogorska županija
Nova Sela;Omiš;Splitsko-dalmatinska županija
Nova Sela;Trilj;Splitsko-dalmatinska županija
Nova Sela;Kula Norinska;Dubrovačko-neretvanska županija
Nova Subocka;Novska;Sisačko-moslavačka županija
Nova Šarovka;Sopje;Virovitičko-podravska županija
Nova Vas;Poreč;Istarska županija
Nova Vas;Kršan;Istarska županija
Nova Vas;Brtonigla;Istarska županija
Nova Ves Petrijanečka;Petrijanec;Varaždinska županija
Novačka;Gola;Koprivničko-križevačka županija
Novaki;Sveta Nedelja;Zagrebačka županija
Novaki;Dubrava;Zagrebačka županija
Novaki;Maruševec;Varaždinska županija
Novaki;Sopje;Virovitičko-podravska županija
Novaki Bistranski;Bistra;Zagrebačka županija
Novaki Bizovački;Bizovac;Osječko-baranjska županija
Novaki Lipnički;Ribnik;Karlovačka županija
Novaki Nartski;Rugvica;Zagrebačka županija
Novaki Oborovski;Rugvica;Zagrebačka županija
Novaki Ozaljski;Ozalj;Karlovačka županija
Novaki Pazinski;Cerovlje;Istarska županija
Novaki Petrovinski;Jastrebarsko;Zagrebačka županija
Novaki Ravenski;Križevci;Koprivničko-križevačka županija
Novaki Šćitarjevski;Velika Gorica;Zagrebačka županija
Novakovec;Jalžabet;Varaždinska županija
Novakovec;Podturen;Međimurska županija
Novakovec Bisaški;Sveti Ivan Zelina;Zagrebačka županija
Novalja;Novalja;Ličko-senjska županija
Nove Hiže;Brod Moravice;Primorsko-goranska županija
Novi Antunovac;Špišić Bukovica;Virovitičko-podravska županija
Novi Bešinci;Kaptol;Požeško-slavonska županija
Novi Bezdan;Petlovac;Osječko-baranjska županija
Novi Bolman;Jagodnjak;Osječko-baranjska županija
Novi Bošnjani;Križevci;Koprivničko-križevačka županija
Novi Čeminac;Čeminac;Osječko-baranjska županija
Novi Dol;Barilović;Karlovačka županija
Novi Dvori Klanječki;Klanjec;Krapinsko-zagorska županija
Novi Đurđic;Križevci;Koprivničko-križevačka županija
Novi Farkašić;Petrinja;Sisačko-moslavačka županija
Novi Glog;Sveti Ivan Žabno;Koprivničko-križevačka županija
Novi Golubovec;Novi Golubovec;Krapinsko-zagorska županija
Novi Grabovac;Novska;Sisačko-moslavačka županija
Novi Grad;Oprisavci;Brodsko-posavska županija
Novi Gradac;Gradina;Virovitičko-podravska županija
Novi Jankovci;Stari Jankovci;Vukovarsko-srijemska županija
Novi Lazi;Brod Moravice;Primorsko-goranska županija
Novi Majur;Pakrac;Požeško-slavonska županija
Novi Marof;Novi Marof;Varaždinska županija
Novi Mihaljevci;Požega;Požeško-slavonska županija
Novi Mikanovci;Stari Mikanovci;Vukovarsko-srijemska županija
Novi Pavljani;Bjelovar;Bjelovarsko-bilogorska županija
Novi Perkovci;Đakovo;Osječko-baranjska županija
Novi Senkovac;Slatina;Virovitičko-podravska županija
Novi Skucani;Kapela;Bjelovarsko-bilogorska županija
Novi Štitnjak;Požega;Požeško-slavonska županija
Novi Varoš;Stara Gradiška;Brodsko-posavska županija
Novi Vinodolski;Novi Vinodolski;Primorsko-goranska županija
Novi Zdenkovac;Čaglin;Požeško-slavonska županija
Novigrad;Novigrad;Zadarska županija
Novigrad;Novigrad;Istarska županija
Novigrad na Dobri;Netretić;Karlovačka županija
Novigrad Podravski;Novigrad Podravski;Koprivničko-križevačka županija
Novo Brdo;Kravarsko;Zagrebačka županija
Novo Brdo Mrežničko;Duga Resa;Karlovačka županija
Novo Čiče;Velika Gorica;Zagrebačka županija
Novo Kusonje;Voćin;Virovitičko-podravska županija
Novo Mjesto;Sveti Ivan Zelina;Zagrebačka županija
Novo Nevesinje;Petlovac;Osječko-baranjska županija
Novo Petrovo Polje;Crnac;Virovitičko-podravska županija
Novo Pračno;Sisak;Sisačko-moslavačka županija
Novo Selište;Petrinja;Sisačko-moslavačka županija
Novo Selo;Vrbovec;Zagrebačka županija
Novo Selo;Selca;Splitsko-dalmatinska županija
Novo Selo;Sisak;Sisačko-moslavačka županija
Novo Selo;Slunj;Karlovačka županija
Novo Selo;Čazma;Bjelovarsko-bilogorska županija
Novo Selo;Požega;Požeško-slavonska županija
Novo Selo Bosiljevsko;Bosiljevo;Karlovačka županija
Novo Selo Garešničko;Berek;Bjelovarsko-bilogorska županija
Novo Selo Glinsko;Glina;Sisačko-moslavačka županija
Novo Selo Koreničko;Plitvička jezera;Ličko-senjska županija
Novo Selo Lasinjsko;Lasinja;Karlovačka županija
Novo Selo Lekeničko;Velika Gorica;Zagrebačka županija
Novo Selo na Dravi;Čakovec;Međimurska županija
Novo Selo Okićko;Klinča Sela;Zagrebačka županija
Novo Selo Palanječko;Sisak;Sisačko-moslavačka županija
Novo Selo Perjasičko;Barilović;Karlovačka županija
Novo Selo Podravsko;Mali Bukovec;Varaždinska županija
Novo Selo Rok;Čakovec;Međimurska županija
Novo Selo Žumberačko;Samobor;Zagrebačka županija
Novo Topolje;Donji Andrijevci;Brodsko-posavska županija
Novo Virje;Novo Virje;Koprivničko-križevačka županija
Novo Zvečevo;Brestovac;Požeško-slavonska županija
Novoselci;Sunja;Sisačko-moslavačka županija
Novoselci;Pleternica;Požeško-slavonska županija
Novoselec;Križ;Zagrebačka županija
Novoselo Bilajsko;Gospić;Ličko-senjska županija
Novoselo Trnovačko;Gospić;Ličko-senjska županija
Novoseljani;Bjelovar;Bjelovarsko-bilogorska županija
Novska;Novska;Sisačko-moslavačka županija
Nunić;Kistanje;Šibensko-kninska županija
Nurkovac;Brestovac;Požeško-slavonska županija
Nuštar;Nuštar;Vukovarsko-srijemska županija
Nježić;Velika;Požeško-slavonska županija
Njivice;Mljet;Dubrovačko-neretvanska županija
Njivice;Omišalj;Primorsko-goranska županija
Obed;Orle;Zagrebačka županija
Obedišće;Križ;Zagrebačka županija
Obedišće Ježevsko;Rugvica;Zagrebačka županija
Oblakovac;Brestovac;Požeško-slavonska županija
Oborovo;Rugvica;Zagrebačka županija
Oborovo Bistransko;Bistra;Zagrebačka županija
Obradovci;Zdenci;Virovitičko-podravska županija
Obrankovec;Sveti Đurđ;Varaždinska županija
Obrezina;Velika Gorica;Zagrebačka županija
Obrež Kalnički;Kalnik;Koprivničko-križevačka županija
Obrež Vivodinski;Ozalj;Karlovačka županija
Obrež Zelinski;Sveti Ivan Zelina;Zagrebačka županija
Obrh;Ribnik;Karlovačka županija
Obrovac;Obrovac;Zadarska županija
Obrovac Sinjski;Sinj;Splitsko-dalmatinska županija
Obrovnica;Bjelovar;Bjelovarsko-bilogorska županija
Obrš;Mošćenička Draga;Primorsko-goranska županija
Očestovo;Knin;Šibensko-kninska županija
Očura;Novi Golubovec;Krapinsko-zagorska županija
Očura;Lepoglava;Varaždinska županija
Odra;Zagreb;Grad Zagreb
Odra Sisačka;Sisak;Sisačko-moslavačka županija
Odranski Obrež;Zagreb;Grad Zagreb
Oglavci;Rogoznica;Šibensko-kninska županija
Ogulin;Ogulin;Karlovačka županija
Ogulinec;Velika Gorica;Zagrebačka županija
Ohnići;Vižinada;Istarska županija
Okešinec;Križ;Zagrebačka županija
Okić;Karlovac;Karlovačka županija
Oklaj;Promina;Šibensko-kninska županija
Oključna;Komiža;Splitsko-dalmatinska županija
Okoli;Velika Ludina;Sisačko-moslavačka županija
Okreti;Kanfanar;Istarska županija
Okrivje;Čabar;Primorsko-goranska županija
Okrug Donji;Okrug;Splitsko-dalmatinska županija
Okrug Gornji;Okrug;Splitsko-dalmatinska županija
Okrugli Vrh;Sveti Juraj na Bregu;Međimurska županija
Okrugljača;Špišić Bukovica;Virovitičko-podravska županija
Okučani;Okučani;Brodsko-posavska županija
Okuje;Velika Gorica;Zagrebačka županija
Okuklje;Mljet;Dubrovačko-neretvanska županija
Okunšćak;Rugvica;Zagrebačka županija
Olib;Zadar;Zadarska županija
Oljasi;Velika;Požeško-slavonska županija
Omamno;Bedenica;Zagrebačka županija
Omanovac;Pakrac;Požeško-slavonska županija
Omiš;Omiš;Splitsko-dalmatinska županija
Omišalj;Omišalj;Primorsko-goranska županija
Omsica;Gračac;Zadarska županija
Ondić;Udbina;Ličko-senjska županija
Opanci;Lovreć;Splitsko-dalmatinska županija
Opasanjek;Zlatar Bistrica;Krapinsko-zagorska županija
Opatija;Pokupsko;Zagrebačka županija
Opatija;Opatija;Primorsko-goranska županija
Opatinec;Ivanić-Grad;Zagrebačka županija
Opatovac;Cernik;Brodsko-posavska županija
Opatovac;Lovas;Vukovarsko-srijemska županija
Općevac;Čazma;Bjelovarsko-bilogorska županija
Oplaznik;Marija Gorica;Zagrebačka županija
Oporovec;Prelog;Međimurska županija
Oprič;Opatija;Primorsko-goranska županija
Oprisavci;Oprisavci;Brodsko-posavska županija
Opršinac;Cernik;Brodsko-posavska županija
Oprtalj;Oprtalj;Istarska županija
Opuzen;Opuzen;Dubrovačko-neretvanska županija
Orah;Vrgorac;Splitsko-dalmatinska županija
Orahovica;Orahovica;Virovitičko-podravska županija
Oraovac;Donji Lapac;Ličko-senjska županija
Orašac;Dubrovnik;Dubrovačko-neretvanska županija
Oratje;Krapinske Toplice;Krapinsko-zagorska županija
Oravac;Plitvička jezera;Ličko-senjska županija
Orbani;Sveti Lovreč;Istarska županija
Orbanići;Marčana;Istarska županija
Orbanići;Žminj;Istarska županija
Ordanja;Koška;Osječko-baranjska županija
Orebić;Orebić;Dubrovačko-neretvanska županija
Orehova Gorica;Gornja Stubica;Krapinsko-zagorska županija
Orehovec;Novi Marof;Varaždinska županija
Orehovec;Sveti Petar Orehovec;Koprivničko-križevačka županija
Orehovec Radobojski;Radoboj;Krapinsko-zagorska županija
Orehovica;Bedekovčina;Krapinsko-zagorska županija
Orehovica;Orehovica;Međimurska županija
Orešac;Suhopolje;Virovitičko-podravska županija
Orešje;Sveta Nedelja;Zagrebačka županija
Orešje Humsko;Hum na Sutli;Krapinsko-zagorska županija
Orešje Okićko;Jastrebarsko;Zagrebačka županija
Orič;Pićan;Istarska županija
Orihi;Barban;Istarska županija
Orijevac;Barilović;Karlovačka županija
Oriovac;Oriovac;Brodsko-posavska županija
Oriovčić;Podcrkavlje;Brodsko-posavska županija
Orišje;Bosiljevo;Karlovačka županija
Orle;Orle;Zagrebačka županija
Orlec;Cres;Primorsko-goranska županija
Orlić;Biskupija;Šibensko-kninska županija
Orlovac;Nova Rača;Bjelovarsko-bilogorska županija
Orlovac Zdenački;Grubišno Polje;Bjelovarsko-bilogorska županija
Orljakovo;Kamanje;Karlovačka županija
Orljavac;Brestovac;Požeško-slavonska županija
Ornice;Gospić;Ličko-senjska županija
Orolik;Stari Jankovci;Vukovarsko-srijemska županija
Oroslavje;Oroslavje;Krapinsko-zagorska županija
Orovac;Severin;Bjelovarsko-bilogorska županija
Orubica;Davor;Brodsko-posavska županija
Osečka;Ivanec;Varaždinska županija
Osekovo;Popovača;Sisačko-moslavačka županija
Osijek;Osijek;Osječko-baranjska županija
Osijek Vojakovački;Križevci;Koprivničko-križevačka županija
Oskoruš;Buje;Istarska županija
Oskorušno;Orebić;Dubrovačko-neretvanska županija
Oslići;Cerovlje;Istarska županija
Osobjava;Janjina;Dubrovačko-neretvanska županija
Osoje;Dicmo;Splitsko-dalmatinska županija
Osojnik;Vrbovsko;Primorsko-goranska županija
Osojnik;Dubrovnik;Dubrovačko-neretvanska županija
Osonjak;Bednja;Varaždinska županija
Osor;Mali Lošinj;Primorsko-goranska županija
Osredci;Gračac;Zadarska županija
Osredek Desinićki;Desinić;Krapinsko-zagorska županija
Osredek Žumberački;Samobor;Zagrebačka županija
Ostojići;Dvor;Sisačko-moslavačka županija
Ostrogašica;Unešić;Šibensko-kninska županija
Ostrošinci;Podgorač;Osječko-baranjska županija
Ostrovica;Lišane Ostrovičke;Zadarska županija
Ostrovo;Markušica;Vukovarsko-srijemska županija
Ostrožin;Gvozd;Sisačko-moslavačka županija
Ostrvica;Gospić;Ličko-senjska županija
Ostrvica;Omiš;Splitsko-dalmatinska županija
Osunja;Samobor;Zagrebačka županija
Ošljak;Preko;Zadarska županija
Ošlje;Dubrovačko primorje;Dubrovačko-neretvanska županija
Oštarije;Josipdol;Karlovačka županija
Oštarski Stanovi;Rakovica;Karlovačka županija
Oštri Vrh;Staro Petrovo Selo;Brodsko-posavska županija
Oštri Zid;Berek;Bjelovarsko-bilogorska županija
Oštrice;Novi Marof;Varaždinska županija
Oštrobradić;Malinska-Dubašnica;Primorsko-goranska županija
Otavice;Ružić;Šibensko-kninska županija
Oteš;Gospić;Ličko-senjska županija
Otišić;Vrlika;Splitsko-dalmatinska županija
Otkopi;Končanica;Bjelovarsko-bilogorska županija
Otočac;Otočac;Ličko-senjska županija
Otočka;Gola;Koprivničko-križevačka županija
Otok;Otok;Splitsko-dalmatinska županija
Otok;Otok;Vukovarsko-srijemska županija
Otok;Slivno;Dubrovačko-neretvanska županija
Otok;Prelog;Međimurska županija
Otok na Dobri;Bosiljevo;Karlovačka županija
Otok Nartski;Rugvica;Zagrebačka županija
Otok Oštarijski;Ogulin;Karlovačka županija
Otok Svibovski;Rugvica;Zagrebačka županija
Otok Virje;Cestica;Varaždinska županija
Oton;Ervenik;Šibensko-kninska županija
Otrčkovec;Bedenica;Zagrebačka županija
Otrić;Gračac;Zadarska županija
Otrić-Seoci;Pojezerje;Dubrovačko-neretvanska županija
Otrovanec;Pitomača;Virovitičko-podravska županija
Otruševec;Samobor;Zagrebačka županija
Ovčara;Levanjska Varoš;Osječko-baranjska županija
Ovčare;Kutjevo;Požeško-slavonska županija
Ovrlje;Otok;Splitsko-dalmatinska županija
Ozalj;Ozalj;Karlovačka županija
Ozdakovci;Velika;Požeško-slavonska županija
Ožegovci;Pakrac;Požeško-slavonska županija
Pačetin;Trpinja;Vukovarsko-srijemska županija
Pađene;Ervenik;Šibensko-kninska županija
Pag;Pag;Zadarska županija
Pagubice;Cerovlje;Istarska županija
Pajari;Sveti Lovreč;Istarska županija
Pajkovići;Svetvinčenat;Istarska županija
Paka;Čaglin;Požeško-slavonska županija
Paka;Novi Marof;Varaždinska županija
Paklenica;Novska;Sisačko-moslavačka županija
Pakoštane;Pakoštane;Zadarska županija
Pakovo Selo;Drniš;Šibensko-kninska županija
Pakrac;Pakrac;Požeško-slavonska županija
Pakrani;Sirač;Bjelovarsko-bilogorska županija
Palača;Šodolovci;Osječko-baranjska županija
Paladini;Buzet;Istarska županija
Palagruža;Komiža;Splitsko-dalmatinska županija
Palančani;Čazma;Bjelovarsko-bilogorska županija
Palanka;Gračac;Zadarska županija
Palanjek Pokupski;Lekenik;Sisačko-moslavačka županija
Palanjek;Sisak;Sisačko-moslavačka županija
Palešnik;Hercegovac;Bjelovarsko-bilogorska županija
Palinovec;Donji Kraljevec;Međimurska županija
Palit;Rab;Primorsko-goranska županija
Palovec;Mala Subotica;Međimurska županija
Palje Brdo;Konavle;Dubrovačko-neretvanska županija
Paljevina;Drenje;Osječko-baranjska županija
Paljevine;Ivanska;Bjelovarsko-bilogorska županija
Paljugi;Jastrebarsko;Zagrebačka županija
Paljuv;Novigrad;Zadarska županija
Pamići;Žminj;Istarska županija
Panjani;Hrvatska Kostajnica;Sisačko-moslavačka županija
Papići;Sunja;Sisačko-moslavačka županija
Papinec;Vidovec;Varaždinska županija
Paradiž;Sveta Nedelja;Istarska županija
Parag;Nedelišće;Međimurska županija
Parčić;Drniš;Šibensko-kninska županija
Parčić;Kistanje;Šibensko-kninska županija
Parg;Čabar;Primorsko-goranska županija
Paruževac;Dubrava;Zagrebačka županija
Paruževina;Zagreb;Grad Zagreb
Pasadur;Lastovo;Dubrovačko-neretvanska županija
Pasanska Gorica;Gornja Stubica;Krapinsko-zagorska županija
Pasikovci;Brestovac;Požeško-slavonska županija
Pasjak;Matulji;Primorsko-goranska županija
Pašin Potok;Cetingrad;Karlovačka županija
Pašman;Pašman;Zadarska županija
Pašnik;Bednja;Varaždinska županija
Patkovac;Bjelovar;Bjelovarsko-bilogorska županija
Pauci;Brod Moravice;Primorsko-goranska županija
Paučje;Levanjska Varoš;Osječko-baranjska županija
Paukovac;Dvor;Sisačko-moslavačka županija
Paukovec;Sveti Ivan Zelina;Zagrebačka županija
Paulin Dvor;Šodolovci;Osječko-baranjska županija
Paulovac;Veliko Trojstvo;Bjelovarsko-bilogorska županija
Paunovac;Sokolovac;Koprivničko-križevačka županija
Paušinci;Čačinci;Virovitičko-podravska županija
Pavičići;Netretić;Karlovačka županija
Pavićini;Marčana;Istarska županija
Pavković Selo;Krnjak;Karlovačka županija
Pavličani;Čazma;Bjelovarsko-bilogorska županija
Pavlin Kloštar;Kapela;Bjelovarsko-bilogorska županija
Pavlovac;Veliki Grđevac;Bjelovarsko-bilogorska županija
Pavlovac;Slunj;Karlovačka županija
Pavlovac Vrebački;Gospić;Ličko-senjska županija
Pavlovci;Brestovac;Požeško-slavonska županija
Pavlovci;Nova Kapela;Brodsko-posavska županija
Pavlovčani;Jastrebarsko;Zagrebačka županija
Pavlovec Pregradski;Pregrada;Krapinsko-zagorska županija
Pavlovec Ravenski;Križevci;Koprivničko-križevačka županija
Pavlovec Zabočki;Zabok;Krapinsko-zagorska županija
Pavučnjak;Samobor;Zagrebačka županija
Paz;Cerovlje;Istarska županija
Pazin;Pazin;Istarska županija
Pažurovec;Budinščina;Krapinsko-zagorska županija
Pčelić;Suhopolje;Virovitičko-podravska županija
Pece;Budinščina;Krapinsko-zagorska županija
Pece;Ivanec;Varaždinska županija
Pecka;Topusko;Sisačko-moslavačka županija
Pecki;Petrinja;Sisačko-moslavačka županija
Pećane;Udbina;Ličko-senjska županija
Pećarići;Ozalj;Karlovačka županija
Pećišće;Skrad;Primorsko-goranska županija
Pećno;Krašić;Zagrebačka županija
Pećurkovo Brdo;Duga Resa;Karlovačka županija
Pedalj;Dvor;Sisačko-moslavačka županija
Pehardovac;Dubrava;Zagrebačka županija
Peklenica;Mursko Središće;Međimurska županija
Pengari;Buzet;Istarska županija
Peničići;Buzet;Istarska županija
Pepelana;Suhopolje;Virovitičko-podravska županija
Peračko Blato;Ploče;Dubrovačko-neretvanska županija
Perci;Buzet;Istarska županija
Perci;Tar-Vabriga;Istarska županija
Perenci;Brestovac;Požeško-slavonska županija
Peresiji;Svetvinčenat;Istarska županija
Perići;Krnjak;Karlovačka županija
Perini;Sveti Lovreč;Istarska županija
Perjasica;Barilović;Karlovačka županija
Perković;Šibenik;Šibensko-kninska županija
Permani;Matulji;Primorsko-goranska županija
Perna;Topusko;Sisačko-moslavačka županija
Pernat;Cres;Primorsko-goranska županija
Peroj;Vodnjan;Istarska županija
Peršaves;Mače;Krapinsko-zagorska županija
Perušić;Perušić;Ličko-senjska županija
Perušić Benkovački;Benkovac;Zadarska županija
Perušić Donji;Benkovac;Zadarska županija
Peruški;Marčana;Istarska županija
Pesak;Jastrebarsko;Zagrebačka županija
Pesek;Križevci;Koprivničko-križevačka županija
Peskovec;Vrbovec;Zagrebačka županija
Peščenik;Sokolovac;Koprivničko-križevačka županija
Pešćenica Vinička;Vinica;Varaždinska županija
Pešćenica;Lekenik;Sisačko-moslavačka županija
Pešćeno;Konjščina;Krapinsko-zagorska županija
Petehi;Barban;Istarska županija
Peteranec;Peteranec;Koprivničko-križevačka županija
Petina;Velika Gorica;Zagrebačka županija
Petkov Breg;Samobor;Zagrebačka županija
Petkovac;Petrinja;Sisačko-moslavačka županija
Petkovec Toplički;Varaždinske Toplice;Varaždinska županija
Petlovac;Petlovac;Osječko-baranjska županija
Petrača;Župa dubrovačka;Dubrovačko-neretvanska županija
Petrakovo Brdo;Duga Resa;Karlovačka županija
Petravec;Velika Gorica;Zagrebačka županija
Petrčane;Zadar;Zadarska županija
Petričko Selo;Žumberak;Zagrebačka županija
Petrijanec;Petrijanec;Varaždinska županija
Petrijevci;Petrijevci;Osječko-baranjska županija
Petrinja;Petrinja;Sisačko-moslavačka županija
Petrinjci;Sunja;Sisačko-moslavačka županija
Petrova Gora;Lobor;Krapinsko-zagorska županija
Petrova Poljana;Vojnić;Karlovačka županija
Petrova Slatina;Šodolovci;Osječko-baranjska županija
Petrovci;Bogdanovci;Vukovarsko-srijemska županija
Petrovec;Lekenik;Sisačko-moslavačka županija
Petrovići;Vrbovsko;Primorsko-goranska županija
Petrovija;Umag;Istarska županija
Petrovina Turopoljska;Velika Gorica;Zagrebačka županija
Petrovina;Jastrebarsko;Zagrebačka županija
Petrovo Selo;Dubrovnik;Dubrovačko-neretvanska županija
Petrovsko;Petrovsko;Krapinsko-zagorska županija
Petrunići;Generalski Stol;Karlovačka županija
Petruš Vrh;Ozalj;Karlovačka županija
Petruševec;Zlatar;Krapinsko-zagorska županija
Pićan;Pićan;Istarska županija
Pifari;Žminj;Istarska županija
Pihovec;Jalžabet;Varaždinska županija
Pijavica;Senj;Ličko-senjska županija
Pijavičino;Orebić;Dubrovačko-neretvanska županija
Pila;Stubičke Toplice;Krapinsko-zagorska županija
Pilatovci;Ozalj;Karlovačka županija
Pilkovići;Kanfanar;Istarska županija
Piljenice;Lipovljani;Sisačko-moslavačka županija
Pinezići;Krk;Primorsko-goranska županija
Pinezići;Marčana;Istarska županija
Pirakovec;Vrbovec;Zagrebačka županija
Piramatovci;Skradin;Šibensko-kninska županija
Pirelići;Oprtalj;Istarska županija
Pirovac;Pirovac;Šibensko-kninska županija
Pisak;Omiš;Splitsko-dalmatinska županija
Pisarovina;Pisarovina;Zagrebačka županija
Piščetke;Netretić;Karlovačka županija
